Concentrations in ppbv,,m/z 47.01204 [C1H3O2],m/z 59.04874 [C3H7O1],m/z 61.02806 [C2H5O2],m/z  127.075 [C7H11O2],m/z 137.1339 [C10H17],m/z  139.113 [C9H15O1],m/z 143.1063 [C8H15O2],m/z 155.1074 [C9H15O2],m/z 157.0866 [C8H13O3],m/z 171.1014 [C9H15O3],m/z 173.0805 [C8H13O4],m/z 187.0977 [C9H15O4],m/z 201.1118 [C10H17O4]
,,m/z 47.0118,m/z 59.04863,m/z 61.02766,m/z 127.0748,m/z 137.132,m/z 139.1119,m/z 143.1056  ,m/z 155.1068,m/z 157.086,m/z 171.1006,m/z 173.0808,m/z 187.0966,m/z 201.1119
time_string,time_number,C1H3O2,C3H7O1,C2H5O2,C7H11O2,C10H17,C9H15O1,C8H15O2,C9H15O2,C8H13O3,C9H15O3,C8H13O4,C9H15O4,C10H17O4
12/7/2023 14:25,45267.6016,1.265,1.8275,0.36367,0.13409,5.5249,5.0536,0.01695,1.7898,0.042304,0.065881,0.01454,0.0059164,0.0069082
12/7/2023 14:25,45267.6016,1.2343,1.7778,0.35215,0.12696,5.5675,5.05,0.016093,1.7893,0.037089,0.072114,0.014694,0.011187,0.006273
12/7/2023 14:25,45267.6016,1.2661,1.7385,0.36127,0.12864,5.5153,5.0414,0.019961,1.7849,0.036645,0.061458,0.013435,0.0067791,0.0041627
12/7/2023 14:25,45267.6016,1.1903,1.813,0.35589,0.13178,5.4937,5.0416,0.016889,1.8285,0.036303,0.077832,0.014408,0.010918,0.0058311
12/7/2023 14:25,45267.6016,1.2409,1.7591,0.34446,0.13655,5.487,5.042,0.016442,1.7889,0.035264,0.074342,0.012847,0.0088007,0.0055351
12/7/2023 14:25,45267.6016,1.1118,1.7443,0.3475,0.13189,5.5553,4.9978,0.020592,1.8026,0.037071,0.077455,0.01422,0.010785,0.0074218
12/7/2023 14:25,45267.6016,1.143,1.789,0.33752,0.13206,5.5767,5.0649,0.01936,1.8146,0.040111,0.071818,0.015115,0.0092525,0.0053805
12/7/2023 14:25,45267.6016,1.1995,1.7543,0.35406,0.13065,5.539,4.9739,0.018949,1.8344,0.04592,0.075464,0.015504,0.0088936,0.0041999
12/7/2023 14:25,45267.6016,1.212,1.8437,0.37053,0.12871,5.5518,4.9876,0.015837,1.8091,0.035465,0.078062,0.011316,0.0085107,0.0056209
12/7/2023 14:25,45267.6016,1.2133,1.7684,0.38567,0.12987,5.4155,4.9598,0.017253,1.7512,0.046511,0.077044,0.012287,0.0075338,0.0050141
12/7/2023 14:25,45267.6016,1.2317,1.7793,0.38221,0.13936,5.4436,5.053,0.018306,1.7506,0.036696,0.067028,0.0083854,0.0081154,0.0043562
12/7/2023 14:25,45267.6016,1.2389,1.8361,0.36617,0.13467,5.5,5.0967,0.02168,1.8058,0.043495,0.073055,0.01487,0.011296,0.0076449
12/7/2023 14:25,45267.6016,1.2619,1.8897,0.3841,0.1241,5.4572,5.0358,0.020976,1.7603,0.033211,0.077903,0.012487,0.0040121,0.0056171
12/7/2023 14:25,45267.6016,1.2304,1.8155,0.3472,0.12581,5.395,4.9598,0.017895,1.806,0.038685,0.079085,0.01393,0.0088518,0.0058062
12/7/2023 14:25,45267.6016,1.2522,1.8001,0.36455,0.13804,5.6076,5.0238,0.016423,1.7601,0.041007,0.079058,0.012279,0.0071335,0.0039909
12/7/2023 14:25,45267.6016,1.24,1.7999,0.36046,0.12666,5.495,5.0149,0.018231,1.758,0.037063,0.074632,0.0118,0.0078144,0.0057005
12/7/2023 14:25,45267.6016,1.1457,1.7948,0.35664,0.12347,5.4745,5.0487,0.019488,1.7532,0.039853,0.077927,0.012382,0.011023,0.0065683
12/7/2023 14:25,45267.6016,1.1464,1.8468,0.36173,0.12841,5.5085,5.0679,0.01618,1.7826,0.033063,0.080133,0.016362,0.011548,0.0036075
12/7/2023 14:25,45267.6016,1.2149,1.8552,0.38601,0.12694,5.478,5.0189,0.020053,1.8004,0.041102,0.068633,0.015264,0.0081027,0.0033473
12/7/2023 14:25,45267.6016,1.1974,1.7954,0.35737,0.12358,5.4037,5.0505,0.017009,1.8181,0.041078,0.078489,0.012576,0.0061985,0.0060832
12/7/2023 14:25,45267.6016,1.2084,1.8412,0.33487,0.13005,5.4441,4.9535,0.013652,1.7575,0.039463,0.074983,0.015536,0.010456,0.0037131
12/7/2023 14:26,45267.6016,1.2509,1.8357,0.36103,0.12474,5.4417,5.0238,0.01887,1.7717,0.043664,0.075456,0.015948,0.0073583,0.0040453
12/7/2023 14:26,45267.6016,1.2414,1.7832,0.36063,0.12332,5.5244,4.9746,0.01818,1.8075,0.045417,0.066421,0.014876,0.012651,0.0069022
12/7/2023 14:26,45267.6016,1.2192,1.7834,0.32109,0.13465,5.5751,4.9733,0.023029,1.8014,0.04004,0.064878,0.013288,0.0078989,0.0068795
12/7/2023 14:26,45267.6016,1.23,1.7727,0.3638,0.12518,5.4764,5.0179,0.015559,1.7946,0.040505,0.07315,0.0086731,0.009631,0.0068922
12/7/2023 14:26,45267.6016,1.1849,1.7969,0.38431,0.13063,5.4704,5.0346,0.018545,1.8011,0.032927,0.073017,0.014226,0.0077401,0.0045549
12/7/2023 14:26,45267.6016,1.2429,1.7507,0.34943,0.13171,5.5271,5.0623,0.020543,1.815,0.038883,0.078264,0.01324,0.00681,0.0044123
12/7/2023 14:26,45267.6016,1.2315,1.889,0.37102,0.13141,5.4118,4.9967,0.026693,1.7699,0.040967,0.071687,0.011709,0.010556,0.0061368
12/7/2023 14:26,45267.6016,1.2261,1.8323,0.37719,0.12618,5.4016,5.0202,0.016031,1.7559,0.036817,0.075689,0.01478,0.0071176,0.0049128
12/7/2023 14:26,45267.6016,1.2406,1.7803,0.34789,0.12977,5.4666,5.0524,0.014442,1.78,0.038463,0.0784,0.017171,0.008935,0.0046711
12/7/2023 14:26,45267.6016,1.2588,1.7813,0.37525,0.11571,5.4687,5.0278,0.019777,1.7682,0.051516,0.06866,0.01176,0.0091715,0.0030009
12/7/2023 14:26,45267.6016,1.1739,1.7917,0.36951,0.12368,5.4722,4.9851,0.023885,1.7728,0.039852,0.07731,0.0096507,0.0087935,0.0075928
12/7/2023 14:26,45267.6016,1.2187,1.7875,0.35916,0.12205,5.4053,5.0387,0.018421,1.7437,0.041389,0.076773,0.016238,0.0068168,0.0078923
12/7/2023 14:26,45267.6016,1.1741,1.791,0.38126,0.12506,5.4638,5.107,0.019098,1.7853,0.03299,0.072806,0.012267,0.0078183,0.0048064
12/7/2023 14:26,45267.6016,1.1907,1.7843,0.3715,0.12547,5.3924,5.0758,0.021195,1.7758,0.040772,0.07238,0.011345,0.007792,0.0043816
12/7/2023 14:26,45267.6016,1.2241,1.81,0.36214,0.1414,5.4239,5.0384,0.022746,1.8132,0.034547,0.079145,0.015453,0.0080282,0.0049675
12/7/2023 14:26,45267.6016,1.1997,1.7754,0.35672,0.11906,5.4726,5.0495,0.022439,1.7794,0.039173,0.082482,0.010653,0.0044072,0.0067902
12/7/2023 14:26,45267.6016,1.181,1.7759,0.33361,0.1115,5.5212,5.0874,0.015797,1.7962,0.045073,0.083104,0.015158,0.0095937,0.0057262
12/7/2023 14:26,45267.6016,1.2563,1.7674,0.35463,0.12754,5.5175,5.0624,0.016221,1.8264,0.037981,0.068305,0.010827,0.0069388,0.0042577
12/7/2023 14:26,45267.6016,1.2304,1.7591,0.36907,0.13021,5.496,4.986,0.015,1.8486,0.04277,0.074123,0.014522,0.0051595,0.0050215
12/7/2023 14:26,45267.6016,1.179,1.7375,0.35136,0.12507,5.4499,5.1101,0.021086,1.7726,0.039741,0.078063,0.013998,0.012758,0.0040081
12/7/2023 14:26,45267.6016,1.2041,1.7972,0.37467,0.12283,5.4657,5.1142,0.019019,1.7448,0.039414,0.079291,0.015787,0.0067748,0.0047045
12/7/2023 14:26,45267.6016,1.2326,1.8337,0.37652,0.12732,5.476,5.0894,0.016175,1.7798,0.038627,0.071336,0.014277,0.010397,0.0044502
12/7/2023 14:26,45267.6016,1.1837,1.8047,0.3898,0.12586,5.4094,5.0586,0.021828,1.7809,0.030865,0.07635,0.014844,0.010512,0.0063757
12/7/2023 14:26,45267.6016,1.2151,1.8601,0.38469,0.12842,5.3234,4.9877,0.017051,1.7885,0.032185,0.074103,0.013428,0.0098413,0.0031462
12/7/2023 14:26,45267.6016,1.2478,1.829,0.36246,0.12665,5.3938,5.0615,0.01521,1.7604,0.034952,0.068104,0.011186,0.010202,0.0040781
12/7/2023 14:26,45267.6016,1.1786,1.8861,0.39319,0.13319,5.308,5.036,0.017626,1.7464,0.043793,0.06589,0.012484,0.0071022,0.0047544
12/7/2023 14:26,45267.6016,1.2525,1.9023,0.36195,0.12547,5.3603,5.0493,0.020991,1.7694,0.036127,0.074188,0.013,0.0057157,0.0057449
12/7/2023 14:26,45267.6016,1.1852,1.9068,0.39561,0.12036,5.3059,5.024,0.0223,1.731,0.035713,0.073041,0.014985,0.009746,0.0092338
12/7/2023 14:26,45267.6016,1.1625,1.9672,0.40417,0.13569,5.2333,5.0025,0.019185,1.7432,0.03843,0.074827,0.010888,0.0068777,0.0049568
12/7/2023 14:26,45267.6016,1.2199,1.9754,0.42726,0.12865,5.2421,4.9169,0.018129,1.7684,0.038973,0.075043,0.012876,0.009768,0.0057382
12/7/2023 14:27,45267.6016,1.1664,1.8553,0.37698,0.11643,5.4387,4.9696,0.017,1.7524,0.037522,0.072598,0.01603,0.007985,0.0034997
12/7/2023 14:27,45267.6016,1.2309,1.8634,0.35728,0.12481,5.5122,4.9998,0.017295,1.7845,0.0396,0.073816,0.010083,0.0074119,0.0057395
12/7/2023 14:27,45267.6016,1.2245,1.8182,0.33787,0.13185,5.5,4.9728,0.015139,1.8058,0.042173,0.071978,0.015571,0.0057987,0.0067014
12/7/2023 14:27,45267.6016,1.2473,1.7688,0.3504,0.11507,5.4378,5.045,0.011738,1.7882,0.042572,0.073969,0.012379,0.0075341,0.0073618
12/7/2023 14:27,45267.6016,1.1306,1.8547,0.3423,0.13018,5.4784,5.0053,0.015213,1.7843,0.033843,0.079407,0.015136,0.010771,0.0063883
12/7/2023 14:27,45267.6016,1.2263,1.7676,0.34055,0.12741,5.4836,5.0224,0.019684,1.7648,0.039057,0.080247,0.011147,0.0083937,0.0037821
12/7/2023 14:27,45267.6016,1.1863,1.7876,0.37906,0.12394,5.43,5.0372,0.015654,1.7566,0.040163,0.068956,0.015897,0.012455,0.0055808
12/7/2023 14:27,45267.6016,1.1669,1.8491,0.39125,0.12739,5.3867,5.0857,0.021529,1.7961,0.047524,0.077265,0.015647,0.013479,0.0038854
12/7/2023 14:27,45267.6016,1.2492,1.9086,0.40028,0.13539,5.4045,4.9818,0.016252,1.7547,0.036412,0.073012,0.013451,0.0066659,0.0035482
12/7/2023 14:27,45267.6016,1.2253,1.8748,0.35881,0.11761,5.3619,4.9963,0.013857,1.7777,0.038784,0.068229,0.014488,0.0092213,0.0084714
12/7/2023 14:27,45267.6016,1.18,1.8189,0.35824,0.13383,5.4123,4.9823,0.017686,1.7689,0.036075,0.079154,0.01477,0.0071597,0.0043288
12/7/2023 14:27,45267.6016,1.2302,1.8271,0.35408,0.1216,5.4481,5.0375,0.01568,1.8044,0.032161,0.066705,0.0131,0.0047499,0.0046
12/7/2023 14:27,45267.6016,1.1603,1.8272,0.37197,0.1337,5.4172,5.068,0.020238,1.7713,0.038506,0.072004,0.014796,0.0083798,0.005166
12/7/2023 14:27,45267.6016,1.2069,1.7761,0.37347,0.12116,5.4137,5.0268,0.010508,1.814,0.045872,0.079436,0.011658,0.010538,0.0056776
12/7/2023 14:27,45267.6016,1.214,1.8854,0.37502,0.13005,5.4115,4.9837,0.017539,1.7675,0.039181,0.077057,0.011882,0.0074756,0.0078649
12/7/2023 14:27,45267.6016,1.2257,1.7653,0.34427,0.12826,5.3893,5.0166,0.022067,1.725,0.040158,0.076151,0.011138,0.0099306,0.0067486
12/7/2023 14:27,45267.6016,1.2075,1.7335,0.38221,0.12875,5.3709,4.9776,0.022662,1.7747,0.041617,0.069721,0.013219,0.0093956,0.0083554
12/7/2023 14:27,45267.6016,1.2228,1.7837,0.36306,0.12668,5.4454,5.014,0.01923,1.7316,0.038619,0.074182,0.015525,0.0085016,0.0041764
12/7/2023 14:27,45267.6016,1.2075,1.8174,0.3601,0.14061,5.3496,5.0535,0.010418,1.797,0.031883,0.072172,0.015614,0.0085682,0.0029959
12/7/2023 14:27,45267.6016,1.1906,1.7548,0.3523,0.12296,5.4384,5.0593,0.022528,1.8123,0.0327,0.076278,0.010895,0.0064054,0.0039957
12/7/2023 14:27,45267.6016,1.2419,1.7818,0.36783,0.13514,5.4255,5.0727,0.017574,1.7661,0.040302,0.067649,0.014881,0.0099655,0.0032568
12/7/2023 14:27,45267.6016,1.2325,1.6972,0.36564,0.12949,5.414,5.0127,0.01685,1.7591,0.033851,0.068509,0.016448,0.0081097,0.006815
12/7/2023 14:27,45267.6016,1.2014,1.8458,0.33112,0.11955,5.4496,5.0526,0.015787,1.8112,0.042843,0.07842,0.016556,0.0055383,0.0059385
12/7/2023 14:27,45267.6016,1.2681,1.7798,0.34272,0.11507,5.3486,5.0428,0.018037,1.7845,0.031908,0.075743,0.012955,0.0096991,0.0044166
12/7/2023 14:27,45267.6016,1.2406,1.7582,0.36649,0.12546,5.4383,5.0244,0.020293,1.7701,0.038381,0.078963,0.013841,0.0085853,0.0043994
12/7/2023 14:27,45267.6016,1.1926,1.8579,0.33626,0.12351,5.3259,5.0561,0.016142,1.773,0.038343,0.074477,0.014038,0.00974,0.0072282
12/7/2023 14:27,45267.6016,1.1989,1.7367,0.36589,0.13365,5.4423,5.0556,0.022106,1.8026,0.039721,0.075593,0.016102,0.0090849,0.0044892
12/7/2023 14:27,45267.6016,1.1862,1.803,0.39995,0.12737,5.3651,5.0109,0.018363,1.7877,0.0381,0.087653,0.017355,0.0078924,0.0071672
12/7/2023 14:27,45267.6016,1.2449,1.8002,0.38562,0.117,5.3684,5.0095,0.015232,1.7689,0.04062,0.074762,0.015933,0.011753,0.0071091
12/7/2023 14:27,45267.6016,1.1691,1.8033,0.37558,0.12339,5.3327,5.1002,0.021236,1.765,0.038267,0.080146,0.011427,0.0054554,0.0045873
12/7/2023 14:28,45267.6016,1.2371,1.8037,0.37412,0.12023,5.3245,5.0753,0.018356,1.845,0.035066,0.069166,0.01502,0.0061363,0.0047805
12/7/2023 14:28,45267.6016,1.256,1.8046,0.38739,0.13336,5.4111,4.9943,0.020154,1.7352,0.039156,0.067062,0.011975,0.0062,0.0066613
12/7/2023 14:28,45267.6016,1.1971,1.7894,0.34522,0.13018,5.4153,5.0901,0.026277,1.7792,0.039144,0.073884,0.011418,0.0059556,0.0057959
12/7/2023 14:28,45267.6016,1.1884,1.8043,0.36979,0.13256,5.4139,4.976,0.020112,1.8068,0.041077,0.078332,0.013473,0.010343,0.0054654
12/7/2023 14:28,45267.6016,1.245,1.836,0.35891,0.13501,5.3796,5.0998,0.013226,1.7914,0.034555,0.075979,0.011475,0.0077976,0.0062898
12/7/2023 14:28,45267.6016,1.1751,1.7598,0.41577,0.13047,5.4711,5.0945,0.017808,1.7818,0.036377,0.075173,0.011797,0.010005,0.0022308
12/7/2023 14:28,45267.6016,1.1717,1.8118,0.36081,0.12442,5.3104,5.0223,0.017659,1.7754,0.037811,0.072684,0.015523,0.0086026,0.0079719
12/7/2023 14:28,45267.6016,1.2108,1.7997,0.36332,0.1341,5.3085,5.1196,0.015793,1.7974,0.040896,0.076244,0.014876,0.0098147,0.0056017
12/7/2023 14:28,45267.6016,1.1329,1.779,0.367,0.13741,5.3386,5.0552,0.014717,1.771,0.038073,0.073923,0.01642,0.0099711,0.0053446
12/7/2023 14:28,45267.6016,1.2876,1.8142,0.37611,0.13067,5.2937,5.1289,0.014627,1.7449,0.034616,0.069513,0.013744,0.0078211,0.0061
12/7/2023 14:28,45267.6016,1.276,1.7789,0.39507,0.1201,5.3715,5.065,0.014797,1.7801,0.048735,0.073735,0.013316,0.0066261,0.0031235
12/7/2023 14:28,45267.6016,1.1665,1.8467,0.37419,0.1297,5.3397,5.0216,0.021393,1.7581,0.040657,0.082072,0.0093756,0.0069205,0.0044338
12/7/2023 14:28,45267.6016,1.2604,1.781,0.36597,0.12478,5.3576,5.0084,0.017277,1.7616,0.038188,0.079511,0.011422,0.0094358,0.0066274
12/7/2023 14:28,45267.6016,1.2206,1.8429,0.40605,0.13104,5.3554,5.0002,0.012898,1.7943,0.036452,0.083021,0.013942,0.01121,0.0035247
12/7/2023 14:28,45267.6016,1.1789,1.8,0.32692,0.12954,5.34,5.0753,0.014179,1.7942,0.033111,0.077571,0.013661,0.0058989,0.005009
12/7/2023 14:28,45267.6016,1.1906,1.8497,0.35464,0.12204,5.2648,5.0382,0.020719,1.7709,0.035297,0.076125,0.013064,0.0083626,0.0054125
12/7/2023 14:28,45267.6016,1.1432,1.7954,0.32918,0.11959,5.2942,5.0848,0.019649,1.7949,0.037109,0.079315,0.011542,0.011099,0.0057411
12/7/2023 14:28,45267.6016,1.1595,1.794,0.3457,0.11925,5.4069,5.0378,0.023345,1.7177,0.039615,0.078924,0.012303,0.0081605,0.0045748
12/7/2023 14:28,45267.6016,1.1831,1.7946,0.35863,0.12016,5.2798,5.0448,0.020297,1.7763,0.045498,0.074636,0.015908,0.0062168,0.0040605
12/7/2023 14:28,45267.6016,1.1815,1.8216,0.36907,0.1375,5.399,5.0708,0.022593,1.7913,0.035494,0.076479,0.013608,0.0049094,0.0034891
12/7/2023 14:28,45267.6016,1.2452,1.7802,0.35764,0.13444,5.3547,5.0019,0.02238,1.7853,0.036503,0.075723,0.010841,0.0072297,0.003883
12/7/2023 14:28,45267.6016,1.2416,1.7996,0.36176,0.12792,5.3581,5.1002,0.012571,1.7467,0.041926,0.072174,0.011262,0.010728,0.0056907
12/7/2023 14:28,45267.6016,1.1715,1.7654,0.32933,0.13433,5.3593,5.0854,0.020337,1.7851,0.034062,0.079599,0.01496,0.0076971,0.002441
12/7/2023 14:28,45267.6016,1.2563,1.7339,0.36102,0.12319,5.2904,5.0279,0.018905,1.798,0.038383,0.071151,0.01842,0.009971,0.0042977
12/7/2023 14:28,45267.6016,1.1803,1.7946,0.36382,0.13295,5.3058,5.0654,0.022169,1.7563,0.04338,0.083542,0.012586,0.0081743,0.0050974
12/7/2023 14:28,45267.6016,1.2129,1.7714,0.39888,0.12698,5.3164,5.0293,0.018677,1.7739,0.036472,0.069628,0.01232,0.0068497,0.0060238
12/7/2023 14:28,45267.6016,1.1986,1.8145,0.35948,0.13168,5.3291,5.0313,0.020759,1.7955,0.042145,0.070759,0.014439,0.0067374,0.0022451
12/7/2023 14:28,45267.6016,1.2254,1.8038,0.3658,0.11388,5.2922,5.0061,0.022745,1.7624,0.03729,0.079228,0.011407,0.01119,0.0066206
12/7/2023 14:28,45267.6016,1.1689,1.774,0.34656,0.1218,5.2999,5.0777,0.017723,1.749,0.033175,0.074282,0.010031,0.0089876,0.0046041
12/7/2023 14:28,45267.6016,1.2001,1.798,0.37621,0.11575,5.2769,5.0926,0.017796,1.8407,0.039131,0.075371,0.011553,0.011268,0.0027852
12/7/2023 14:29,45267.6016,1.2647,1.7973,0.37407,0.11821,5.3694,5.0884,0.013761,1.7598,0.04341,0.080178,0.01405,0.0029757,0.0047148
12/7/2023 14:29,45267.6016,1.1832,1.7783,0.34441,0.12873,5.2767,5.0318,0.016687,1.7686,0.047807,0.076025,0.015758,0.0063205,0.0037488
12/7/2023 14:29,45267.6055,1.2139,1.8406,0.36493,0.11815,5.3194,5.0843,0.014004,1.8195,0.036292,0.068581,0.013431,0.0061081,0.0058482
12/7/2023 14:29,45267.6055,1.2008,1.809,0.36073,0.12854,5.2816,5.0111,0.02151,1.8049,0.031599,0.077795,0.014608,0.0056413,0.0038911
12/7/2023 14:29,45267.6055,1.2253,1.803,0.37869,0.13562,5.2437,5.0472,0.014963,1.7931,0.040981,0.072625,0.015797,0.010382,0.0057451
12/7/2023 14:29,45267.6055,1.2598,1.815,0.33899,0.12195,5.2631,5.0736,0.017814,1.7995,0.03975,0.067301,0.012096,0.0075958,0.0059596
12/7/2023 14:29,45267.6055,1.1716,1.8359,0.37586,0.11886,5.2682,5.0508,0.014861,1.7933,0.034674,0.084875,0.012783,0.012103,0.0063061
12/7/2023 14:29,45267.6055,1.2139,1.7649,0.36365,0.12577,5.1712,5.0833,0.015055,1.7486,0.034412,0.073357,0.014046,0.0069241,0.0042326
12/7/2023 14:29,45267.6055,1.155,1.8431,0.39113,0.13156,5.2791,5.0633,0.020333,1.7596,0.040941,0.07163,0.011278,0.0075534,0.006021
12/7/2023 14:29,45267.6055,1.2216,1.9063,0.38064,0.12078,5.1471,5.0573,0.01951,1.7772,0.040123,0.073526,0.010307,0.0063962,0.0063668
12/7/2023 14:29,45267.6055,1.22,1.9128,0.41472,0.10995,5.0988,4.999,0.017478,1.7103,0.037497,0.074282,0.014282,0.0098508,0.0065528
12/7/2023 14:29,45267.6055,1.1919,1.9154,0.40886,0.12271,5.1764,4.9799,0.015061,1.7665,0.039969,0.070996,0.012802,0.0075212,0.0065585
12/7/2023 14:29,45267.6055,1.2638,1.8353,0.36211,0.11863,5.2872,5.1303,0.015709,1.7462,0.042403,0.071333,0.01185,0.0057758,0.0070923
12/7/2023 14:29,45267.6055,1.2395,1.7705,0.34009,0.11953,5.3909,4.9571,0.014711,1.7528,0.037334,0.076461,0.012704,0.0059518,0.0047334
12/7/2023 14:29,45267.6055,1.2239,1.7717,0.33857,0.12553,5.3483,5.024,0.018953,1.7496,0.049087,0.070916,0.016281,0.011759,0.0045253
12/7/2023 14:29,45267.6055,1.1687,1.7919,0.36537,0.12164,5.2026,5.0188,0.022677,1.7877,0.043224,0.076268,0.015545,0.0085021,0.0047548
12/7/2023 14:29,45267.6055,1.2298,1.8003,0.38169,0.13158,5.2821,5.0054,0.016237,1.7582,0.037903,0.08052,0.017575,0.0085043,0.0045877
12/7/2023 14:29,45267.6055,1.1832,1.8037,0.38637,0.12336,5.2851,5.0578,0.010736,1.7974,0.037952,0.073265,0.011477,0.0043658,0.0059332
12/7/2023 14:29,45267.6055,1.1821,1.7893,0.38314,0.12465,5.3172,5.049,0.022375,1.7992,0.035483,0.074152,0.012067,0.0044363,0.0074583
12/7/2023 14:29,45267.6055,1.1545,1.827,0.35849,0.12928,5.2859,5.0787,0.014827,1.7775,0.038611,0.072432,0.013925,0.0056198,0.0062517
12/7/2023 14:29,45267.6055,1.1831,1.8188,0.39353,0.11602,5.2597,4.9697,0.014101,1.7994,0.030631,0.076387,0.01392,0.0022233,0.0053364
12/7/2023 14:29,45267.6055,1.1546,1.9491,0.39664,0.12541,5.1545,4.9625,0.014871,1.7329,0.035247,0.067534,0.0093759,0.0075533,0.0075015
12/7/2023 14:29,45267.6055,1.1792,1.848,0.38253,0.11329,5.2648,4.992,0.020701,1.7281,0.040726,0.06786,0.012219,0.0082543,0.004123
12/7/2023 14:29,45267.6055,1.2126,1.8315,0.36462,0.12845,5.2559,4.9597,0.025525,1.7656,0.037188,0.075212,0.014363,0.0079693,0.0043327
12/7/2023 14:29,45267.6055,1.0737,1.6285,0.37874,0.10921,3.8182,3.7788,0.012679,1.4688,0.03675,0.058331,0.013123,0.00735,0.0026538
12/7/2023 14:29,45267.6055,1.2388,1.8165,0.40994,0.13655,5.2022,5.0226,0.020915,1.7218,0.034629,0.078049,0.011099,0.0098868,0.0066952
12/7/2023 14:29,45267.6055,1.2584,1.8252,0.39996,0.12643,5.1853,5.0098,0.021719,1.7151,0.03988,0.071659,0.014744,0.0059108,0.0065253
12/7/2023 14:29,45267.6055,1.1984,1.9236,0.40532,0.12548,5.1045,4.9298,0.021152,1.7234,0.040193,0.082678,0.015981,0.0068262,0.0019236
12/7/2023 14:29,45267.6055,1.2543,1.9352,0.40184,0.11557,5.2151,4.9664,0.012796,1.7487,0.035411,0.079796,0.010922,0.0092646,0.0033238
12/7/2023 14:29,45267.6055,1.2167,1.8152,0.38417,0.12667,5.2069,5.0079,0.017715,1.7252,0.029712,0.067272,0.013291,0.0090507,0.0077741
12/7/2023 14:29,45267.6055,1.1613,1.793,0.33683,0.12483,5.1873,5.0025,0.021055,1.7324,0.040489,0.068724,0.015545,0.0092673,0.0060651
12/7/2023 14:30,45267.6055,1.2172,1.8458,0.37443,0.11612,5.2457,5.0825,0.025536,1.7774,0.034273,0.071295,0.013158,0.0083562,0.0047948
12/7/2023 14:30,45267.6055,1.1932,1.8418,0.383,0.12987,5.2131,5.1232,0.011814,1.7326,0.03368,0.063616,0.014156,0.0060429,0.0054793
12/7/2023 14:30,45267.6055,1.195,1.8126,0.33883,0.13213,5.1082,5.0574,0.015366,1.7549,0.040104,0.079178,0.014762,0.0084203,0.0086493
12/7/2023 14:30,45267.6055,1.3188,1.762,0.35712,0.12124,5.2911,5.1657,0.014497,1.7573,0.039126,0.073293,0.0096873,0.0073515,0.004731
12/7/2023 14:30,45267.6055,1.2268,1.8304,0.39322,0.13156,5.155,4.983,0.020596,1.7678,0.033212,0.070276,0.014128,0.0075661,0.0068713
12/7/2023 14:30,45267.6055,1.1785,1.835,0.36436,0.12977,5.1733,5.0908,0.015301,1.7474,0.038139,0.069817,0.013668,0.0073905,0.0069715
12/7/2023 14:30,45267.6055,1.1374,1.7995,0.37128,0.13174,5.2864,5.1466,0.023649,1.7858,0.042651,0.070325,0.01072,0.0065109,0.0056592
12/7/2023 14:30,45267.6055,1.2602,1.8807,0.33055,0.1251,5.1426,5.151,0.013298,1.8042,0.035872,0.074963,0.010122,0.0021833,0.0035709
12/7/2023 14:30,45267.6055,1.1861,1.9939,0.40864,0.12333,5.1906,5.0485,0.019748,1.7457,0.041687,0.075277,0.011292,0.0071546,0.0040419
12/7/2023 14:30,45267.6055,1.1856,1.9933,0.41632,0.11259,4.9891,4.9803,0.022545,1.7293,0.035243,0.068336,0.01372,0.0038426,0.0047431
12/7/2023 14:30,45267.6055,1.1988,1.9608,0.36254,0.13742,5.075,4.9787,0.024757,1.7027,0.036879,0.071706,0.013459,0.0086606,0.0040245
12/7/2023 14:30,45267.6055,1.2232,1.8574,0.3807,0.11889,5.164,4.9686,0.018651,1.7186,0.041057,0.075431,0.012738,0.009864,0.0057365
12/7/2023 14:30,45267.6055,1.2045,1.7945,0.36238,0.11719,5.2211,5.0058,0.018985,1.7708,0.036921,0.076402,0.014135,0.0075967,0.0043846
12/7/2023 14:30,45267.6055,1.2148,1.7953,0.36334,0.13226,5.2493,5.0717,0.016075,1.7274,0.035939,0.073175,0.010872,0.011071,0.003139
12/7/2023 14:30,45267.6055,1.2354,1.793,0.40973,0.12272,5.1726,5.0194,0.019994,1.7706,0.033977,0.078366,0.011214,0.0091263,0.0063584
12/7/2023 14:30,45267.6055,1.176,1.8124,0.39605,0.13195,5.2211,4.9768,0.01549,1.7502,0.036555,0.070283,0.012058,0.013285,0.0066967
12/7/2023 14:30,45267.6055,1.2064,1.8176,0.34962,0.10973,5.1935,5.0101,0.013673,1.7504,0.033989,0.07244,0.011367,0.0082282,0.0029586
12/7/2023 14:30,45267.6055,1.1984,1.8518,0.38937,0.11871,5.2006,5.0624,0.019269,1.7409,0.040407,0.069461,0.012368,0.002859,0.0048982
12/7/2023 14:30,45267.6055,1.2446,1.8337,0.37273,0.13435,5.184,5.0375,0.018069,1.7588,0.043654,0.072211,0.013761,0.0079918,0.004798
12/7/2023 14:30,45267.6055,1.1553,1.9715,0.3955,0.12224,5.1275,5.0519,0.021245,1.7473,0.037489,0.073715,0.011803,0.0095795,0.0044896
12/7/2023 14:30,45267.6055,1.164,1.8723,0.36767,0.12164,5.22,5.0673,0.01737,1.8058,0.035816,0.067741,0.012955,0.0094547,0.0059137
