Concentrations in ppbv,,m/z 47.01204 [C1H3O2],m/z 59.04874 [C3H7O1],m/z 61.02806 [C2H5O2],m/z  127.075 [C7H11O2],m/z 137.1339 [C10H17],m/z  139.113 [C9H15O1],m/z 143.1063 [C8H15O2],m/z 155.1074 [C9H15O2],m/z 157.0866 [C8H13O3],m/z 171.1014 [C9H15O3],m/z 173.0805 [C8H13O4],m/z 187.0977 [C9H15O4],m/z 201.1118 [C10H17O4]
,,m/z 47.0118,m/z 59.04863,m/z 61.02766,m/z 127.0748,m/z 137.132,m/z 139.1119,m/z 143.1056  ,m/z 155.1068,m/z 157.086,m/z 171.1006,m/z 173.0808,m/z 187.0966,m/z 201.1119
time_string,time_number,C1H3O2,C3H7O1,C2H5O2,C7H11O2,C10H17,C9H15O1,C8H15O2,C9H15O2,C8H13O3,C9H15O3,C8H13O4,C9H15O4,C10H17O4
12/7/2023 12:12,45267.5078,0.29084,0.5863,0.25104,0.0010071,0.0084721,0.018911,-0.0011888,0.0054757,-0.0012918,0.00049623,-0.00071609,-0.0012597,0.0009666
12/7/2023 12:12,45267.5078,0.24003,0.57153,0.26545,0.0020243,0.0027699,0.023091,-6.75E-07,0.002216,0.00074311,7.81E-05,-0.0009519,-0.00075447,-0.0011116
12/7/2023 12:12,45267.5078,0.28526,0.56458,0.25069,0.0021616,0.0045878,0.017182,0.0015499,0.0046593,-0.00044796,0.001678,-0.00027108,0.00082441,-0.0010589
12/7/2023 12:12,45267.5078,0.26715,0.57517,0.26075,-6.75E-05,0.0072565,0.022456,0.0022451,0.0037639,-0.0010766,0.00062163,-0.0010051,-0.00039609,-0.00036296
12/7/2023 12:12,45267.5078,0.23659,0.55888,0.24909,-0.00017439,0.0062786,0.021497,0.0013877,0.0070381,9.67E-05,0.0021975,0.0004325,-0.00055686,0.00050319
12/7/2023 12:12,45267.5078,0.24876,0.54714,0.27032,0.00021549,0.0045196,0.01917,0.00099652,0.0058785,0.0011905,0.00061479,-0.00071521,0.00027698,-0.00059039
12/7/2023 12:12,45267.5078,0.26691,0.57915,0.22774,0.00020916,0.0086775,0.022402,-0.00020541,0.0039715,-0.00086453,0.00028679,0.00018518,0.00018682,0.00051349
12/7/2023 12:12,45267.5078,0.18743,0.58665,0.25086,0.00086104,0.0051467,0.019798,0.00039351,0.0039333,9.09E-05,0.0011717,-0.0002921,0.0008675,0.00067999
12/7/2023 12:12,45267.5078,0.23849,0.57162,0.24727,-0.00039982,0.0066135,0.023877,0.0026076,0.0050168,-0.001233,2.65E-05,-0.0014003,-0.00042931,-0.00073802
12/7/2023 12:12,45267.5078,0.26577,0.57108,0.28225,0.00084817,0.0044802,0.021146,0.00068855,0.0077039,-0.00040148,0.00038784,-0.00068756,0.00022763,2.90E-05
12/7/2023 12:12,45267.5078,0.29437,0.59821,0.27595,0.0029997,0.0035482,0.020262,-0.00098123,0.0035458,-0.0002173,-0.00014032,-0.00073036,-0.00034184,0.0008505
12/7/2023 12:12,45267.5078,0.26104,0.56923,0.24666,0.001987,0.0066543,0.025244,0.0015309,0.0061558,-0.00053537,-0.00062622,-0.0013851,0.00034081,-0.0013177
12/7/2023 12:12,45267.5078,0.23956,0.58734,0.24084,-0.00011895,0.0069151,0.019208,0.0017995,0.0045445,0.00030335,-0.00030374,-0.0018803,0.00074957,-0.0010154
12/7/2023 12:12,45267.5078,0.29265,0.57965,0.28457,0.001569,0.0036826,0.019476,0.0022299,0.0041947,-0.00082953,0.00039282,-0.00018514,0.00022057,-0.00077292
12/7/2023 12:12,45267.5078,0.24899,0.54358,0.25661,-0.00063618,0.0059495,0.016666,0.0017629,0.0063902,-0.00027929,0.00033262,-0.00040251,0.0014266,0.00053369
12/7/2023 12:12,45267.5078,0.26779,0.58112,0.24985,0.0020421,0.0068475,0.02116,-0.00023472,0.0083157,-0.0025528,0.0017653,0.00013691,5.09E-05,-0.00022462
12/7/2023 12:12,45267.5078,0.29929,0.58329,0.25297,-0.0016144,0.0067595,0.020463,0.0019971,0.0068811,0.00036864,0.00044807,-0.00018821,0.00048166,-0.00065069
12/7/2023 12:12,45267.5078,0.29143,0.58037,0.26642,0.0016288,0.0054018,0.019473,-0.00026744,0.0054317,0.0016892,0.00022902,-0.0015375,-0.00023296,-0.00026908
12/7/2023 12:12,45267.5078,0.27769,0.59478,0.28426,0.0023525,0.0062134,0.018901,0.0048275,0.0054586,-0.00055516,0.0001584,-0.00069798,-0.00035273,-0.00028675
12/7/2023 12:12,45267.5078,0.29198,0.59509,0.27662,0.00062781,0.0056745,0.020729,0.003373,0.0078577,0.0027426,0.0002421,-6.55E-06,-0.00061026,0.0013439
12/7/2023 12:12,45267.5078,0.24986,0.60734,0.25232,-0.00028162,0.0041368,0.021097,1.49E-05,0.0065023,-0.0005513,0.00027082,-0.00010398,0.0013519,0.00079592
12/7/2023 12:12,45267.5078,0.2978,0.58415,0.2739,0.00092687,0.0038292,0.023946,0.00099905,0.0069303,0.00087515,0.00013443,-0.00059129,-0.00025231,0.00010049
12/7/2023 12:12,45267.5078,0.32269,0.62582,0.24761,0.0013424,0.0081571,0.021261,0.00051491,0.0049767,0.00059667,0.00065462,-0.0011999,0.00046902,0.0018646
12/7/2023 12:12,45267.5078,0.27971,0.59158,0.26432,0.00075885,0.0040568,0.021098,-0.0003567,0.0076486,0.0013166,0.00016502,8.10E-05,-0.00044188,-0.00047125
12/7/2023 12:12,45267.5078,0.28843,0.60129,0.28228,0.0025525,0.0041446,0.017519,0.00015176,0.0070577,0.001132,0.0002344,-0.001279,-0.00070241,-0.0001648
12/7/2023 12:12,45267.5078,0.35306,0.64665,0.32179,0.0059475,0.0071327,0.021958,0.0021405,0.0068688,0.0016734,0.0011479,-0.0011977,-0.00097256,0.00082027
12/7/2023 12:13,45267.5078,0.31879,0.6115,0.28949,0.0020512,0.0033805,0.023652,0.0046322,0.0055753,0.00036872,-0.0011007,-0.00079936,-0.00070764,0.0017147
12/7/2023 12:13,45267.5078,0.30592,0.62688,0.28514,0.0026629,0.0041614,0.020696,0.0017631,0.0064382,-0.00034794,-0.00065602,-0.00027312,-0.0012188,-0.00076508
12/7/2023 12:13,45267.5078,0.33604,0.60823,0.28083,0.0027822,0.0035114,0.021915,0.0017755,0.006067,-2.42E-05,0.00010328,0.00059448,-0.0010261,0.0001642
12/7/2023 12:13,45267.5078,0.27813,0.61288,0.2798,0.000739,0.0024704,0.024935,0.0011433,0.0046224,0.00049564,0.0023161,-0.00067804,0.0005108,-0.00045369
12/7/2023 12:13,45267.5078,0.36256,0.63213,0.31509,-0.00061578,0.0045388,0.022499,8.33E-06,0.004194,0.0013468,0.00010478,-0.001429,0.00035508,-0.0012948
12/7/2023 12:13,45267.5078,0.3401,0.61518,0.29602,0.002489,0.0059072,0.022553,0.0018615,0.0061251,0.0016633,0.001181,-0.00087817,-0.00052068,0.00027314
12/7/2023 12:13,45267.5078,0.31657,0.60638,0.29382,0.0018785,0.0047167,0.022392,0.0031227,0.0053665,0.00034172,-0.00034616,-0.00049334,-0.00045019,-0.00080308
12/7/2023 12:13,45267.5078,0.3436,0.60992,0.26235,-4.72E-05,0.0061296,0.025713,0.0012443,0.005938,0.00020515,-0.00022943,0.00027522,-0.0006291,-0.00052092
12/7/2023 12:13,45267.5078,0.32092,0.61042,0.30037,0.0011027,0.0074368,0.02198,0.0036147,0.0068694,0.00090458,0.00050993,-9.61E-05,-0.0007615,-0.0012275
12/7/2023 12:13,45267.5078,0.37895,0.58564,0.30772,0.0012579,0.0046819,0.019915,0.0010097,0.0047543,0.00045327,-0.00054563,-0.00085833,-0.00040289,-0.00051705
12/7/2023 12:13,45267.5078,0.31893,0.57242,0.28586,0.0038585,0.0069275,0.02231,0.0036693,0.010848,0.00090783,-0.00012086,0.0001974,0.00010206,-0.00012577
12/7/2023 12:13,45267.5078,0.29171,0.63684,0.27006,0.0028245,0.0046008,0.023984,0.0024377,0.0089765,0.0015397,-0.00053151,6.15E-05,-0.00015551,-0.00036236
12/7/2023 12:13,45267.5078,0.35445,0.60922,0.29428,0.0032569,0.0068901,0.023344,0.0018691,0.0085249,-6.46E-05,0.0018462,0.00090499,0.00052581,5.59E-05
12/7/2023 12:13,45267.5078,0.38362,0.59019,0.32951,-0.00097379,0.0079532,0.023949,0.00087875,0.010362,0.00057227,-0.0012021,7.16E-05,0.00046075,0.00060859
12/7/2023 12:13,45267.5078,0.37849,0.6307,0.31973,0.0040795,0.0082278,0.020911,-0.0016624,0.0059602,0.0011522,0.0013049,0.00068018,0.00014901,-0.0002709
12/7/2023 12:13,45267.5078,0.35616,0.62385,0.27782,0.0049749,0.0093936,0.028766,0.0032403,0.0050295,-0.0008631,0.00084664,-0.00080335,0.00058994,-0.0020972
12/7/2023 12:13,45267.5078,0.30745,0.61732,0.28636,0.0021649,0.0067292,0.020267,0.0020662,0.0056371,0.0021293,-7.79E-05,-0.00098724,0.00064767,0.00047213
12/7/2023 12:13,45267.5078,0.3707,0.61973,0.29789,0.0026228,0.0048886,0.020378,0.0031688,0.0040928,0.0014731,0.0017158,-0.00021765,-0.00030029,-0.0007179
12/7/2023 12:13,45267.5078,0.31453,0.63709,0.29999,0.0031385,0.006895,0.025121,0.0028787,0.0067209,0.0032839,0.00092879,0.00028797,0.00066062,0.002012
12/7/2023 12:13,45267.5078,0.37413,0.60347,0.27876,0.002401,0.0039129,0.021697,0.0041667,0.0053493,-0.00013404,0.00016337,0.0011402,-0.00032624,-2.32E-05
12/7/2023 12:13,45267.5078,0.36446,0.62883,0.25133,0.0022338,0.0075052,0.023259,0.0016132,0.006977,-0.0012338,0.00074433,-0.00011846,-0.0013971,-0.00095975
12/7/2023 12:13,45267.5078,0.29746,0.59788,0.2736,0.0021553,0.0047822,0.017257,0.0022712,0.0056455,-0.0011225,0.001019,-0.00063265,-0.00053843,0.00058638
12/7/2023 12:13,45267.5078,0.36811,0.62137,0.28872,-4.28E-05,0.0044566,0.01938,0.0032665,0.0077531,0.001169,0.0011356,0.00019217,-0.00012734,-0.0011535
12/7/2023 12:13,45267.5078,0.30897,0.59478,0.26714,0.0037136,0.0078506,0.0203,0.0027893,0.0085808,0.0003296,0.0024517,-0.00087856,0.00031543,-0.00020302
12/7/2023 12:13,45267.5078,0.2879,0.6023,0.2801,0.0010338,0.0088585,0.018137,0.0017153,0.004504,0.0014716,0.0027704,4.36E-05,-0.00043989,-0.0002093
12/7/2023 12:13,45267.5078,0.30148,0.6269,0.2675,0.0045314,0.0065414,0.023896,2.85E-05,0.0045831,0.0021258,0.0008883,-0.00061182,0.00095114,-0.00072891
12/7/2023 12:13,45267.5078,0.29116,0.59715,0.27057,0.00076436,0.0076291,0.023244,-0.00038779,0.0029079,0.0011359,0.00016837,-0.00057574,-0.00026251,-0.00052941
12/7/2023 12:13,45267.5078,0.30247,0.55634,0.28315,0.0024293,0.0062577,0.027965,-0.00079902,0.0094163,7.38E-05,-0.00055496,-0.0012784,0.0017334,-0.00067797
12/7/2023 12:13,45267.5078,0.26829,0.54994,0.26934,-0.00010193,0.008453,0.022891,0.00061004,0.0068804,0.00058096,0.000422,-0.00069359,-1.61E-06,-0.0001054
12/7/2023 12:13,45267.5078,0.35608,0.61389,0.27213,0.00075941,0.0062564,0.024233,0.0017583,0.0061765,-0.00026822,-0.00057231,0.00024113,0.00057519,-0.0015972
12/7/2023 12:14,45267.5078,0.38108,0.58873,0.30498,0.0043563,0.0064262,0.020643,0.0019627,0.0057236,6.88E-05,0.0014601,-0.0016992,8.95E-05,0.00067683
12/7/2023 12:14,45267.5078,0.30809,0.59987,0.30733,0.00011853,0.006646,0.022939,-0.00022339,0.0068801,0.0003264,0.0015843,0.0004289,-0.0013766,7.65E-05
12/7/2023 12:14,45267.5117,0.3248,0.61355,0.32161,0.0015377,0.0053036,0.023308,0.0018313,0.00699,0.0012513,0.0022651,-0.0011556,-0.00016908,3.24E-05
12/7/2023 12:14,45267.5117,0.36689,0.65741,0.26824,0.0030543,0.0062248,0.02436,0.00036549,0.0077045,0.00023518,0.00099547,0.00037393,0.0011313,0.00081331
12/7/2023 12:14,45267.5117,0.29927,0.64333,0.28624,0.0015118,0.005044,0.02379,0.003097,0.0084687,0.00035223,-0.00063825,-0.00055031,-0.0010582,-0.001365
12/7/2023 12:14,45267.5117,0.35691,0.60729,0.27513,0.0030808,0.0089829,0.024342,0.0026657,0.0044446,0.00039164,0.00066504,-0.00023284,0.00055364,-0.00022096
12/7/2023 12:14,45267.5117,0.39458,0.63199,0.31923,0.0031647,0.0099649,0.020805,0.0026366,0.0051639,0.00134,0.0013993,0.00044032,0.00013646,-0.0021276
12/7/2023 12:14,45267.5117,0.37539,0.60308,0.31491,0.0016321,0.005328,0.02408,0.003568,0.0057206,6.89E-05,0.0017445,0.00098535,-0.00012247,0.0020963
12/7/2023 12:14,45267.5117,0.37554,0.61993,0.28058,0.0048988,0.0074638,0.020517,0.0015749,0.0069108,0.002031,0.00066076,-0.00055332,0.00052765,-0.00035544
12/7/2023 12:14,45267.5117,0.38786,0.60573,0.28513,0.003837,0.011504,0.024636,0.0020347,0.004478,0.00059766,0.0026031,-0.0004068,-0.00011167,-0.00073156
12/7/2023 12:14,45267.5117,0.34177,0.59988,0.29523,0.004947,0.0055903,0.021799,0.002554,0.0042979,0.0015511,-0.00066854,5.41E-06,-0.00036539,0.0010408
12/7/2023 12:14,45267.5117,0.31277,0.62638,0.28972,0.0011529,0.0061254,0.021611,0.0027697,0.0054237,-0.0010347,0.0011375,-0.0012898,-0.00047135,-0.0012376
12/7/2023 12:14,45267.5117,0.33487,0.61944,0.3163,0.0019414,0.0054713,0.019817,0.0020864,0.0066745,-0.0011676,0.00039333,0.00068123,-0.0004273,-0.00093403
12/7/2023 12:14,45267.5117,0.37992,0.61379,0.3071,0.0053018,0.0065582,0.027475,0.0016773,0.0086654,-0.00090483,-8.32E-05,-0.0006208,-0.00026578,0.00011902
12/7/2023 12:14,45267.5117,0.34319,0.56061,0.26696,0.0019494,0.0063035,0.024995,0.0018857,0.009763,0.00067227,0.0025714,-0.0010622,-0.0003213,-0.0012937
12/7/2023 12:14,45267.5117,0.31489,0.56247,0.26843,0.0021634,0.004039,0.020773,0.0054887,0.0064267,0.0029672,0.0015291,-0.0012074,0.00094236,-0.00065176
12/7/2023 12:14,45267.5117,0.33408,0.61969,0.30996,0.0042613,0.0060939,0.026544,0.0034214,0.0086404,0.0010354,0.00075598,-9.17E-05,0.00066557,0.0022529
12/7/2023 12:14,45267.5117,0.31979,0.60292,0.28113,0.00025036,0.0041386,0.022183,0.003841,0.0058874,-0.0020167,0.00037054,-0.00025854,0.001736,0.00050519
12/7/2023 12:14,45267.5117,0.32492,0.60872,0.3126,0.0024377,0.0075893,0.027163,0.00099161,0.0079894,0.00093428,-0.00096503,-0.00080328,-9.66E-05,-0.00068723
12/7/2023 12:14,45267.5117,0.31855,0.61141,0.31645,-5.30E-05,0.0038259,0.022808,0.00060764,0.0043132,0.0016673,0.00086149,0.0018421,-9.42E-05,-0.00040132
12/7/2023 12:14,45267.5117,0.39126,0.61031,0.31969,0.0041284,0.0065558,0.019801,0.00078356,0.0067017,0.00067677,0.00059252,0.00023606,-0.00021162,-0.0014866
12/7/2023 12:14,45267.5117,0.36685,0.60835,0.31183,0.0045092,0.0037857,0.020636,0.00054638,0.0066426,-0.00049438,-0.00075651,-0.00054466,-0.00039519,0.00062436
12/7/2023 12:14,45267.5117,0.29897,0.56914,0.2809,0.0045269,0.0064141,0.022047,0.0010856,0.0055558,0.0014253,0.00041312,-0.00013154,-9.99E-05,-0.0012346
12/7/2023 12:14,45267.5117,0.37392,0.65379,0.30419,0.00052091,0.0089696,0.020085,0.0004487,0.0075572,-0.00042291,0.0016303,-0.0005177,-0.00046542,0.0003743
12/7/2023 12:14,45267.5117,0.34843,0.62306,0.27006,0.0024746,0.0071723,0.02393,0.00080437,0.0072652,-0.00039435,0.00040975,-0.0015886,-0.00010502,0.0008895
12/7/2023 12:14,45267.5117,0.42376,0.61097,0.28027,0.001539,0.0084536,0.022715,0.0017776,0.0041249,0.00020032,0.00080496,0.0007355,-0.00061622,-0.0001228
12/7/2023 12:14,45267.5117,0.38863,0.61846,0.30907,0.0050694,0.0050421,0.021475,0.0052333,0.0076514,-0.00059,0.00074055,-0.00034275,0.00038087,-0.00012496
12/7/2023 12:14,45267.5117,0.40163,0.64871,0.32625,0.0045138,0.0070981,0.025906,0.0040848,0.0065596,-0.00032772,0.00012942,-0.00098118,-0.00029994,0.0011072
12/7/2023 12:14,45267.5117,0.40398,0.60985,0.32208,0.0049715,0.0049372,0.025051,0.0013016,0.0093762,0.0022841,0.0020136,0.00065311,-0.00014481,-4.95E-05
12/7/2023 12:14,45267.5117,0.39652,0.61556,0.33446,0.0030501,0.0069946,0.028482,0.0028442,0.0092263,0.00052012,3.83E-05,-0.0010498,-0.00034036,0.00052944
12/7/2023 12:15,45267.5117,0.38266,0.63988,0.30092,0.0015325,0.0055746,0.025596,-0.00012601,0.0062171,0.0012813,-0.00062373,0.00033877,-0.0017425,-0.0012081
12/7/2023 12:15,45267.5117,0.4378,0.63028,0.32148,0.0041964,0.0070213,0.022048,0.0038207,0.010106,0.00056576,0.0019855,0.00043884,0.00036601,0.00049527
12/7/2023 12:15,45267.5117,0.42071,0.6527,0.31899,0.0061407,0.0069656,0.026098,-0.00066869,0.0065777,-0.00041742,0.0011342,-0.00041355,-0.00087978,0.00071901
12/7/2023 12:15,45267.5117,0.39692,0.65673,0.33942,0.0045196,0.0077624,0.023099,0.0029577,0.0077035,0.0007507,0.00069306,-0.00027262,0.00037597,0.00048697
12/7/2023 12:15,45267.5117,0.40997,0.59547,0.32367,0.0014543,0.0080346,0.025716,0.0043359,0.0058836,0.00017612,0.0017614,-0.00058626,0.00020122,-0.0014617
12/7/2023 12:15,45267.5117,0.38665,0.63512,0.31805,0.003948,0.0038374,0.027294,0.002956,0.0051242,0.0021769,0.0011254,-0.00075777,-0.00017342,-9.54E-05
12/7/2023 12:15,45267.5117,0.41388,0.6196,0.31209,0.0048519,0.0069285,0.023927,0.0029281,0.0064605,0.0010781,0.0014504,3.48E-05,-0.00064284,0.0010064
12/7/2023 12:15,45267.5117,0.31777,0.61206,0.29512,0.0039567,0.0042685,0.027568,0.0010657,0.0039011,0.00042808,0.0011698,-0.00044155,0.00044892,5.21E-05
12/7/2023 12:15,45267.5117,0.37425,0.6136,0.29499,0.0047418,0.0083591,0.022742,0.0019413,0.0082625,-0.0011556,0.0011248,-0.00072983,0.00068769,0.0011318
12/7/2023 12:15,45267.5117,0.39833,0.62867,0.3016,0.004105,0.0061306,0.023855,0.0035147,0.0047218,0.0014788,0.0010961,-0.00083344,-0.00031383,6.57E-05
12/7/2023 12:15,45267.5117,0.39119,0.64578,0.3223,0.00051997,0.0027945,0.02363,0.0024541,0.0067829,0.00030078,0.00030466,-9.14E-05,-0.0002534,0.0012331
12/7/2023 12:15,45267.5117,0.38216,0.64213,0.31591,0.0025556,0.0066617,0.023207,0.00070858,0.0080652,0.0014932,0.0014081,-0.00033931,0.00041135,9.76E-05
12/7/2023 12:15,45267.5117,0.38922,0.59865,0.29426,0.0041597,0.0070969,0.027923,0.0038454,0.005512,9.47E-05,0.0013393,-0.00035503,-0.00035418,0.00042226
12/7/2023 12:15,45267.5117,0.41414,0.59085,0.29793,0.0010054,0.0058278,0.022995,0.0034581,0.0065503,0.00096691,0.00041059,-0.00046872,-0.00065323,-0.00056056
12/7/2023 12:15,45267.5117,0.39698,0.62148,0.36088,0.0053616,0.0057351,0.021634,0.0014164,0.0029273,0.0014858,0.00060288,0.00030359,0.00028716,-0.00065746
12/7/2023 12:15,45267.5117,0.37397,0.58571,0.27855,0.00037681,0.0072408,0.020854,0.0036021,0.0059605,0.00060987,0.0010023,-0.0004321,-0.0012604,-1.46E-05
12/7/2023 12:15,45267.5117,0.33189,0.57884,0.28132,0.0014753,0.0058252,0.025458,0.00044552,0.005658,0.0005981,0.003184,0.00084622,0.00026323,0.00065533
12/7/2023 12:15,45267.5117,0.37272,0.59849,0.27989,0.0034736,0.0040922,0.023931,0.0036824,0.0076923,0.0015277,0.0031808,-0.00056964,0.0010367,-3.42E-05
12/7/2023 12:15,45267.5117,0.36879,0.63208,0.28044,0.0028477,0.0042895,0.026452,0.0019846,0.0057574,-0.00059108,-0.00077486,-0.0003162,-0.00020802,0.0010827
12/7/2023 12:15,45267.5117,0.33342,0.6334,0.31496,0.0014381,0.0076982,0.023106,0.00084247,0.0070901,0.0015758,-0.0011301,-0.0011536,0.00040544,0.00036999
12/7/2023 12:15,45267.5117,0.43154,0.62842,0.29625,0.0027806,0.0049469,0.025176,0.0011312,0.0033893,0.0015853,0.0014948,-0.0010213,0.00085267,0.00019469
12/7/2023 12:15,45267.5117,0.42104,0.63634,0.28552,0.00065655,0.0067069,0.023636,0.0024955,0.0061614,0.00059455,-0.00042233,-0.00057128,0.00025436,0.0017682
12/7/2023 12:15,45267.5117,0.40489,0.61375,0.32415,0.0034557,0.0072589,0.022676,0.0016043,0.0060523,0.0017093,0.0012596,-0.00096536,-0.00054625,0.00094344
12/7/2023 12:15,45267.5117,0.37323,0.65935,0.3486,-0.00048088,0.0062937,0.023612,0.001332,0.0079253,0.0011599,0.0014965,-0.00045002,0.00026113,-0.00012186
12/7/2023 12:15,45267.5117,0.414,0.59905,0.2912,0.0028905,0.0032556,0.023907,0.0023711,0.0040799,0.0017121,-0.00037867,9.30E-06,-0.001281,-0.00025429
12/7/2023 12:15,45267.5117,0.37134,0.62019,0.32465,0.0036349,0.004571,0.025359,0.001737,0.0084285,0.0010715,0.0026311,-0.00075445,0.00037256,-0.0013401
12/7/2023 12:15,45267.5117,0.37521,0.609,0.2918,0.0041636,0.0036578,0.020308,0.0012809,0.0082744,0.0008388,0.0020739,-0.00024023,0.0011881,-0.00073567
12/7/2023 12:15,45267.5117,0.42384,0.64899,0.32766,0.0032821,0.0066061,0.027088,0.0021963,0.0046731,0.00046257,-0.00032991,-0.00022201,0.0011864,-0.00017034
12/7/2023 12:15,45267.5117,0.38843,0.61135,0.30697,0.0033364,0.0090898,0.024338,0.0039669,0.0051315,-0.00098422,0.00043947,-0.001194,0.00017793,0.00068241
12/7/2023 12:15,45267.5117,0.34934,0.60859,0.28437,0.0029676,0.0058523,0.025852,0.0018365,0.0078859,-0.001113,0.00074769,0.00026674,0.00015065,-0.0013084
12/7/2023 12:16,45267.5117,0.45597,0.60012,0.33052,0.0034817,0.0078353,0.021103,0.00035662,0.0092091,0.00225,0.00091887,-0.00041089,-0.00094304,-0.00036403
12/7/2023 12:16,45267.5117,0.38666,0.60559,0.32224,0.0054383,0.0050133,0.02458,0.0014567,0.0073065,0.001236,0.0010875,-0.00021778,0.00073954,-0.00082584
12/7/2023 12:16,45267.5117,0.44104,0.61672,0.29619,0.0021903,0.0069968,0.026402,0.0041344,0.0087946,-0.0011035,0.0019976,-0.00028405,-0.00043212,-0.00083538
12/7/2023 12:16,45267.5117,0.3738,0.59871,0.27784,0.004441,0.0064374,0.023938,0.0013175,0.0055445,0.00059589,0.00047366,-0.00046777,0.00023459,0.00075529
12/7/2023 12:16,45267.5117,0.40012,0.61633,0.31112,0.0014923,0.004539,0.024575,0.0022316,0.0057118,0.0029278,0.00095286,-8.51E-06,0.00040571,-0.00091565
12/7/2023 12:16,45267.5117,0.40924,0.60992,0.33841,0.0045032,0.0075828,0.024494,0.0057662,0.0071239,0.0014818,0.003576,-0.0011674,-0.0016082,-5.55E-05
12/7/2023 12:16,45267.5117,0.43411,0.64301,0.35607,0.0034756,0.0086659,0.023641,0.0036326,0.0037517,0.00077731,0.00032837,-0.00051657,-0.0010236,0.00027107
12/7/2023 12:16,45267.5117,0.4577,0.61875,0.32308,0.0014252,0.0077877,0.025669,0.0020192,0.0056969,0.0012209,0.0028899,0.00058916,0.00046223,0.0013169
12/7/2023 12:16,45267.5117,0.40385,0.64624,0.30842,0.0042392,0.0074023,0.024801,-0.0011287,0.0070656,-0.0013605,0.00080393,0.00012809,3.51E-05,0.001629
12/7/2023 12:16,45267.5117,0.38657,0.60597,0.31767,0.0054811,0.0062892,0.020864,0.0019936,0.0072643,-0.0008405,0.00058345,-0.0010117,0.00082347,-0.0022281
12/7/2023 12:16,45267.5117,0.38821,0.64259,0.3312,0.0025405,0.0065468,0.026651,0.0029717,0.0065778,0.0023988,-0.00082702,0.0014161,-0.00066631,-0.00036043
12/7/2023 12:16,45267.5117,0.38778,0.59476,0.3349,0.0033585,0.0054915,0.022452,0.0021147,0.0082948,0.00069637,-0.0016982,-0.0006089,-0.00039684,0.0009844
12/7/2023 12:16,45267.5117,0.38686,0.61655,0.28838,0.0041758,0.0088309,0.021018,0.0024936,0.0096606,-0.00089442,0.00060755,-0.00080745,0.00010934,0.00015235
12/7/2023 12:16,45267.5117,0.37819,0.62225,0.30439,0.0030847,0.0033349,0.023944,0.0011144,0.006334,0.00071175,0.00036638,-0.00010991,0.00022667,0.0005198
12/7/2023 12:16,45267.5117,0.36367,0.58784,0.31065,0.0012277,0.0038826,0.021003,0.0016814,0.0071219,-0.0005258,0.0014487,0.0016498,-0.0010733,-9.48E-05
12/7/2023 12:16,45267.5117,0.36105,0.60684,0.30665,0.0042493,0.0037459,0.028183,0.0015752,0.0035759,0.0011606,0.00042758,-0.0014561,-0.0012176,0.0010008
12/7/2023 12:16,45267.5117,0.37097,0.64641,0.3038,0.0027873,0.0056607,0.020289,0.0015693,0.0073496,0.00015709,0.002568,-0.0015028,-0.00039814,0.0013937
12/7/2023 12:16,45267.5117,0.37807,0.6139,0.28903,-0.0014789,0.0057418,0.023999,0.0039486,0.0059821,0.0023175,0.00012712,-0.00027472,3.94E-05,-0.00030329
12/7/2023 12:16,45267.5117,0.44769,0.65807,0.30905,0.006326,0.0049269,0.021218,0.0028474,0.0079066,-0.00019886,0.0030917,-0.00099157,-0.00086409,0.00028923
12/7/2023 12:16,45267.5117,0.41486,0.61244,0.28447,0.00035125,0.004264,0.023257,0.0027369,0.0053267,0.00095198,0.00020387,-0.00043302,-0.0014765,-0.0005389
12/7/2023 12:16,45267.5117,0.4297,0.66326,0.33443,0.0022699,0.0054634,0.02481,0.0022737,0.0067419,-0.00057564,-0.00079657,0.00050332,-0.0010227,-0.00018931
12/7/2023 12:16,45267.5117,0.35266,0.62779,0.32411,0.0030268,0.0053481,0.023816,0.0021559,0.0048357,-0.0008188,0.00014529,0.00046731,-0.00074978,0.0010048
12/7/2023 12:16,45267.5117,0.43467,0.63747,0.34615,0.0025448,0.0049349,0.02405,0.0010319,0.0038754,-0.0001987,0.00058155,-0.0007878,-0.00012546,0.00040694
12/7/2023 12:16,45267.5117,0.4717,0.6081,0.29471,0.001828,0.0072737,0.021989,0.0019788,0.0049021,0.0011187,-0.0002737,-8.35E-05,0.00077186,0.00065557
12/7/2023 12:16,45267.5117,0.40505,0.61802,0.31445,0.0012403,0.0064932,0.020991,0.0014497,0.0074069,-0.0014949,0.0020247,-0.0011234,-0.00012256,-9.95E-05
12/7/2023 12:16,45267.5117,0.40058,0.58149,0.31237,0.0027508,0.0072284,0.026688,0.00061212,0.0056647,0.00023497,0.0013747,-0.00071481,0.00045182,-7.77E-05
12/7/2023 12:16,45267.5117,0.40683,0.6153,0.304,0.0035156,0.0081534,0.023874,0.002854,0.006051,0.00049237,0.00063065,0.00059857,-0.00144,-0.0015473
12/7/2023 12:16,45267.5117,0.43682,0.63176,0.32943,0.0018593,0.0079185,0.023426,0.0012424,0.0073028,-0.00084136,0.002605,-0.0001281,-0.00018943,-0.0011281
12/7/2023 12:16,45267.5117,0.44752,0.64555,0.33837,0.0046152,0.0062315,0.021979,0.0022577,0.0083077,-0.00076118,0.0021543,-0.0014293,0.00016157,0.0013589
