aircleaner,timestamp,elapsed_time,form,mtzr,compound_name,flow_dir,concentration
PureAir2000,3/10/2022 14:04,0.316666666666667,C2H4O2,60.0284,Acetic acid,Out,161.31105
PureAir2000,3/10/2022 14:04,0.316666666666667,C2H4O,44.0335,Acetaldehyde,Out,629.2594
PureAir2000,3/10/2022 14:05,0.333333333333333,C7H6O,106.0491,Benzaldehyde,In,616.95775
PureAir2000,3/10/2022 14:05,0.333333333333333,C10H16,136.1325,Limonene,In,622.33905
PureAir2000,3/10/2022 14:05,0.333333333333333,CH4O,32.0335,Methanol,In,962.098
PureAir2000,3/10/2022 14:05,0.333333333333333,C4H8O,72.0648,Butanone,In,917.5846
PureAir2000,3/10/2022 14:05,0.333333333333333,C5H8,68.0699,Isoprene,In,427.8994
PureAir2000,3/10/2022 14:05,0.333333333333333,C2H4O,44.0335,Acetaldehyde,In,629.2939
PureAir2000,3/10/2022 14:05,0.333333333333333,C7H8,92.0699,Toluene,In,502.87185
PureAir2000,3/10/2022 14:05,0.333333333333333,C3H6O,58.0491,Acetone,In,1024.2785
PureAir2000,3/10/2022 14:05,0.333333333333333,C2H4O2,60.0284,Acetic acid,In,226.35305
PureAir2000,3/10/2022 14:06,0.35,C4H8O,72.0648,Butanone,In,926.12755
PureAir2000,3/10/2022 14:06,0.35,CH4O,32.0335,Methanol,In,967.9816
PureAir2000,3/10/2022 14:06,0.35,C7H6O,106.0491,Benzaldehyde,In,650.2579
PureAir2000,3/10/2022 14:06,0.35,C3H6O,58.0491,Acetone,In,1035.027
PureAir2000,3/10/2022 14:06,0.35,C2H4O,44.0335,Acetaldehyde,In,630.24225
PureAir2000,3/10/2022 14:06,0.35,C10H16,136.1325,Limonene,In,633.0426
PureAir2000,3/10/2022 14:06,0.35,C7H8,92.0699,Toluene,In,507.53145
PureAir2000,3/10/2022 14:06,0.35,C2H4O2,60.0284,Acetic acid,In,254.352
PureAir2000,3/10/2022 14:06,0.35,C5H8,68.0699,Isoprene,In,428.32325
PureAir2000,3/10/2022 14:07,0.366666666666667,C5H8,68.0699,Isoprene,In,427.12035
PureAir2000,3/10/2022 14:07,0.366666666666667,C10H16,136.1325,Limonene,In,629.263
PureAir2000,3/10/2022 14:07,0.366666666666667,C4H8O,72.0648,Butanone,In,925.68615
PureAir2000,3/10/2022 14:07,0.366666666666667,C7H6O,106.0491,Benzaldehyde,In,658.476
PureAir2000,3/10/2022 14:07,0.366666666666667,C2H4O,44.0335,Acetaldehyde,In,632.2734
PureAir2000,3/10/2022 14:07,0.366666666666667,C2H4O2,60.0284,Acetic acid,In,263.8936
PureAir2000,3/10/2022 14:07,0.366666666666667,CH4O,32.0335,Methanol,In,969.09805
PureAir2000,3/10/2022 14:07,0.366666666666667,C3H6O,58.0491,Acetone,In,1031.239
PureAir2000,3/10/2022 14:07,0.366666666666667,C7H8,92.0699,Toluene,In,506.94735
PureAir2000,3/10/2022 14:08,0.383333333333333,CH4O,32.0335,Methanol,In,958.31005
PureAir2000,3/10/2022 14:08,0.383333333333333,C2H4O2,60.0284,Acetic acid,In,264.4173
PureAir2000,3/10/2022 14:08,0.383333333333333,C7H6O,106.0491,Benzaldehyde,In,651.406
PureAir2000,3/10/2022 14:08,0.383333333333333,C10H16,136.1325,Limonene,In,622.54115
PureAir2000,3/10/2022 14:08,0.383333333333333,C5H8,68.0699,Isoprene,In,423.5674
PureAir2000,3/10/2022 14:08,0.383333333333333,C7H8,92.0699,Toluene,In,499.762
PureAir2000,3/10/2022 14:08,0.383333333333333,C2H4O,44.0335,Acetaldehyde,In,625.5694
PureAir2000,3/10/2022 14:08,0.383333333333333,C3H6O,58.0491,Acetone,In,1021.7
PureAir2000,3/10/2022 14:08,0.383333333333333,C4H8O,72.0648,Butanone,In,915.7951
PureAir2000,3/10/2022 14:09,0.4,C5H8,68.0699,Isoprene,In,423.65295
PureAir2000,3/10/2022 14:09,0.4,C2H4O,44.0335,Acetaldehyde,In,625.617
PureAir2000,3/10/2022 14:09,0.4,C2H4O2,60.0284,Acetic acid,In,263.02285
PureAir2000,3/10/2022 14:09,0.4,C7H6O,106.0491,Benzaldehyde,In,646.43015
PureAir2000,3/10/2022 14:09,0.4,C7H8,92.0699,Toluene,In,496.1134
PureAir2000,3/10/2022 14:09,0.4,C4H8O,72.0648,Butanone,In,912.77075
PureAir2000,3/10/2022 14:09,0.4,CH4O,32.0335,Methanol,In,957.7886
PureAir2000,3/10/2022 14:09,0.4,C3H6O,58.0491,Acetone,In,1020.363
PureAir2000,3/10/2022 14:09,0.4,C10H16,136.1325,Limonene,In,622.1268
PureAir2000,3/10/2022 14:10,0.416666666666667,C7H8,92.0699,Toluene,Out,289.45455
PureAir2000,3/10/2022 14:10,0.416666666666667,C5H8,68.0699,Isoprene,Out,372.5395
PureAir2000,3/10/2022 14:10,0.416666666666667,C7H6O,106.0491,Benzaldehyde,Out,352.8755
PureAir2000,3/10/2022 14:10,0.416666666666667,C4H8O,72.0648,Butanone,Out,636.07485
PureAir2000,3/10/2022 14:10,0.416666666666667,CH4O,32.0335,Methanol,Out,955.37065
PureAir2000,3/10/2022 14:10,0.416666666666667,C2H4O,44.0335,Acetaldehyde,Out,619.00775
PureAir2000,3/10/2022 14:10,0.416666666666667,C2H4O2,60.0284,Acetic acid,Out,187.74065
PureAir2000,3/10/2022 14:10,0.416666666666667,C10H16,136.1325,Limonene,Out,347.90855
PureAir2000,3/10/2022 14:10,0.416666666666667,C3H6O,58.0491,Acetone,Out,889.7055
PureAir2000,3/10/2022 14:11,0.433333333333333,C2H4O,44.0335,Acetaldehyde,Out,621.6795
PureAir2000,3/10/2022 14:11,0.433333333333333,C10H16,136.1325,Limonene,Out,351.0907
PureAir2000,3/10/2022 14:11,0.433333333333333,C2H4O2,60.0284,Acetic acid,Out,168.3636
PureAir2000,3/10/2022 14:11,0.433333333333333,C7H8,92.0699,Toluene,Out,290.6784
PureAir2000,3/10/2022 14:11,0.433333333333333,C4H8O,72.0648,Butanone,Out,639.62905
PureAir2000,3/10/2022 14:11,0.433333333333333,C5H8,68.0699,Isoprene,Out,373.3813
PureAir2000,3/10/2022 14:11,0.433333333333333,CH4O,32.0335,Methanol,Out,958.5129
PureAir2000,3/10/2022 14:11,0.433333333333333,C7H6O,106.0491,Benzaldehyde,Out,350.56395
PureAir2000,3/10/2022 14:11,0.433333333333333,C3H6O,58.0491,Acetone,Out,896.1508
PureAir2000,3/10/2022 14:12,0.45,C2H4O,44.0335,Acetaldehyde,Out,613.8285
PureAir2000,3/10/2022 14:12,0.45,C7H8,92.0699,Toluene,Out,286.2407
PureAir2000,3/10/2022 14:12,0.45,C5H8,68.0699,Isoprene,Out,370.8631
PureAir2000,3/10/2022 14:12,0.45,C7H6O,106.0491,Benzaldehyde,Out,343.2992
PureAir2000,3/10/2022 14:12,0.45,C3H6O,58.0491,Acetone,Out,889.7479
PureAir2000,3/10/2022 14:12,0.45,CH4O,32.0335,Methanol,Out,948.0437
PureAir2000,3/10/2022 14:12,0.45,C10H16,136.1325,Limonene,Out,347.5554
PureAir2000,3/10/2022 14:12,0.45,C2H4O2,60.0284,Acetic acid,Out,158.3425
PureAir2000,3/10/2022 14:12,0.45,C4H8O,72.0648,Butanone,Out,632.4373
PureAir2000,3/10/2022 14:13,0.466666666666667,C2H4O,44.0335,Acetaldehyde,Out,611.84875
PureAir2000,3/10/2022 14:13,0.466666666666667,C7H6O,106.0491,Benzaldehyde,Out,341.11845
PureAir2000,3/10/2022 14:13,0.466666666666667,C5H8,68.0699,Isoprene,Out,370.82275
PureAir2000,3/10/2022 14:13,0.466666666666667,C10H16,136.1325,Limonene,Out,347.4614
PureAir2000,3/10/2022 14:13,0.466666666666667,C2H4O2,60.0284,Acetic acid,Out,152.79685
PureAir2000,3/10/2022 14:13,0.466666666666667,C4H8O,72.0648,Butanone,Out,633.8759
PureAir2000,3/10/2022 14:13,0.466666666666667,CH4O,32.0335,Methanol,Out,945.82475
PureAir2000,3/10/2022 14:13,0.466666666666667,C3H6O,58.0491,Acetone,Out,888.29605
PureAir2000,3/10/2022 14:13,0.466666666666667,C7H8,92.0699,Toluene,Out,284.9398
PureAir2000,3/10/2022 14:14,0.483333333333333,CH4O,32.0335,Methanol,Out,949.87495
PureAir2000,3/10/2022 14:14,0.483333333333333,C3H6O,58.0491,Acetone,Out,896.1468
PureAir2000,3/10/2022 14:14,0.483333333333333,C2H4O,44.0335,Acetaldehyde,Out,615.57255
PureAir2000,3/10/2022 14:14,0.483333333333333,C10H16,136.1325,Limonene,Out,345.03975
PureAir2000,3/10/2022 14:14,0.483333333333333,C5H8,68.0699,Isoprene,Out,372.9993
PureAir2000,3/10/2022 14:14,0.483333333333333,C7H8,92.0699,Toluene,Out,287.1969
PureAir2000,3/10/2022 14:14,0.483333333333333,C7H6O,106.0491,Benzaldehyde,Out,339.99875
PureAir2000,3/10/2022 14:14,0.483333333333333,C4H8O,72.0648,Butanone,Out,635.35005
PureAir2000,3/10/2022 14:14,0.483333333333333,C2H4O2,60.0284,Acetic acid,Out,150.74465
PureAir2000,3/10/2022 14:15,0.5,C3H6O,58.0491,Acetone,In,984.878
PureAir2000,3/10/2022 14:15,0.5,C4H8O,72.0648,Butanone,In,868.79325
PureAir2000,3/10/2022 14:15,0.5,C2H4O2,60.0284,Acetic acid,In,207.61015
PureAir2000,3/10/2022 14:15,0.5,CH4O,32.0335,Methanol,In,937.29405
PureAir2000,3/10/2022 14:15,0.5,C7H6O,106.0491,Benzaldehyde,In,569.05385
PureAir2000,3/10/2022 14:15,0.5,C7H8,92.0699,Toluene,In,468.7269
PureAir2000,3/10/2022 14:15,0.5,C10H16,136.1325,Limonene,In,570.6945
PureAir2000,3/10/2022 14:15,0.5,C5H8,68.0699,Isoprene,In,409.80405
PureAir2000,3/10/2022 14:15,0.5,C2H4O,44.0335,Acetaldehyde,In,613.9917
PureAir2000,3/10/2022 14:16,0.516666666666667,C5H8,68.0699,Isoprene,In,409.27705
PureAir2000,3/10/2022 14:16,0.516666666666667,C10H16,136.1325,Limonene,In,582.3699
PureAir2000,3/10/2022 14:16,0.516666666666667,C7H8,92.0699,Toluene,In,472.5169
PureAir2000,3/10/2022 14:16,0.516666666666667,C4H8O,72.0648,Butanone,In,874.7586
PureAir2000,3/10/2022 14:16,0.516666666666667,C3H6O,58.0491,Acetone,In,988.2493
